NO,식품명,식품대분류,식품상세분류
2621,"소고기, 한우(1+등급), 살코기, 생것",농축산물,육류
2622,"소고기, 한우(1+등급), 갈비, 생것",농축산물,육류
2623,"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",농축산물,육류
2624,"소고기, 한우(1+등급), 갈비(본갈비), 생것",농축산물,육류
2625,"소고기, 한우(1+등급), 갈비(안창살), 생것",농축산물,육류
2626,"소고기, 한우(1+등급), 갈비(제비추리), 생것",농축산물,육류
2627,"소고기, 한우(1+등급), 갈비(참갈비), 생것",농축산물,육류
2628,"소고기, 한우(1+등급), 갈비(토시살), 생것",농축산물,육류
2629,"소고기, 한우(1+등급), 등심, 생것",농축산물,육류
2630,"소고기, 한우(1+등급), 등심(꽃등심살), 생것",농축산물,육류
2631,"소고기, 한우(1+등급), 등심(살치살), 생것",농축산물,육류
2632,"소고기, 한우(1+등급), 등심(아래등심살), 생것",농축산물,육류
2633,"소고기, 한우(1+등급), 등심(윗등심살), 생것",농축산물,육류
2634,"소고기, 한우(1+등급), 목심, 생것",농축산물,육류
2635,"소고기, 한우(1+등급), 사태, 생것",농축산물,육류
2636,"소고기, 한우(1+등급), 사태(뒷사태), 생것",농축산물,육류
2637,"소고기, 한우(1+등급), 사태(뭉치사태), 생것",농축산물,육류
2638,"소고기, 한우(1+등급), 사태(상박살), 생것",농축산물,육류
2639,"소고기, 한우(1+등급), 사태(아롱사태), 생것",농축산물,육류
2640,"소고기, 한우(1+등급), 사태(앞사태), 생것",농축산물,육류
2641,"소고기, 한우(1+등급), 설도, 생것",농축산물,육류
2642,"소고기, 한우(1+등급), 설도(도가니살), 생것",농축산물,육류
2643,"소고기, 한우(1+등급), 설도(보섭살), 생것",농축산물,육류
2644,"소고기, 한우(1+등급), 설도(삼각살), 생것",농축산물,육류
2645,"소고기, 한우(1+등급), 설도(설깃머리살), 생것",농축산물,육류
2646,"소고기, 한우(1+등급), 설도(설깃살), 생것",농축산물,육류
2647,"소고기, 한우(1+등급), 안심, 생것",농축산물,육류
2648,"소고기, 한우(1+등급), 앞다리, 생것",농축산물,육류
2649,"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",농축산물,육류
2650,"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",농축산물,육류
2651,"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",농축산물,육류
2652,"소고기, 한우(1+등급), 앞다리(부채살), 생것",농축산물,육류
2653,"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",농축산물,육류
2654,"소고기, 한우(1+등급), 양지, 생것",농축산물,육류
2655,"소고기, 한우(1+등급), 양지(앞치마살), 생것",농축산물,육류
2656,"소고기, 한우(1+등급), 양지(양지머리), 생것",농축산물,육류
2657,"소고기, 한우(1+등급), 양지(업진살), 생것",농축산물,육류
2658,"소고기, 한우(1+등급), 양지(업진안살), 생것",농축산물,육류
2659,"소고기, 한우(1+등급), 양지(차돌박이), 생것",농축산물,육류
2660,"소고기, 한우(1+등급), 양지(치마살), 생것",농축산물,육류
2661,"소고기, 한우(1+등급), 양지(치마양지), 생것",농축산물,육류
2662,"소고기, 한우(1+등급), 우둔, 생것",농축산물,육류
2663,"소고기, 한우(1+등급), 우둔(우둔살), 생것",농축산물,육류
2664,"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",농축산물,육류
2665,"소고기, 한우(1+등급), 채끝, 생것",농축산물,육류
2666,"소고기, 한우(1등급), 살코기, 생것",농축산물,육류
2667,"소고기, 한우(1등급), 갈비, 생것",농축산물,육류
2668,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",농축산물,육류
2669,"소고기, 한우(1등급), 갈비(본갈비), 생것",농축산물,육류
2670,"소고기, 한우(1등급), 갈비(안창살), 생것",농축산물,육류
2671,"소고기, 한우(1등급), 갈비(제비추리), 생것",농축산물,육류
2672,"소고기, 한우(1등급), 갈비(참갈비), 생것",농축산물,육류
2673,"소고기, 한우(1등급), 갈비(토시살), 생것",농축산물,육류
2674,"소고기, 한우(1등급), 등심, 생것",농축산물,육류
2675,"소고기, 한우(1등급), 등심(꽃등심살), 생것",농축산물,육류
2676,"소고기, 한우(1등급), 등심(살치살), 생것",농축산물,육류
2677,"소고기, 한우(1등급), 등심(아래등심살), 생것",농축산물,육류
2678,"소고기, 한우(1등급), 등심(윗등심살), 생것",농축산물,육류
2679,"소고기, 한우(1등급), 목심, 생것",농축산물,육류
2680,"소고기, 한우(1등급), 사태, 생것",농축산물,육류
2681,"소고기, 한우(1등급), 사태(뒷사태), 생것",농축산물,육류
2682,"소고기, 한우(1등급), 사태(뭉치사태), 생것",농축산물,육류
2683,"소고기, 한우(1등급), 사태(상박살), 생것",농축산물,육류
2684,"소고기, 한우(1등급), 사태(아롱사태), 생것",농축산물,육류
2685,"소고기, 한우(1등급), 사태(앞사태), 생것",농축산물,육류
2686,"소고기, 한우(1등급), 설도, 생것",농축산물,육류
2687,"소고기, 한우(1등급), 설도(도가니살), 생것",농축산물,육류
2688,"소고기, 한우(1등급), 설도(보섭살), 생것",농축산물,육류
2689,"소고기, 한우(1등급), 설도(삼각살), 생것",농축산물,육류
2690,"소고기, 한우(1등급), 설도(설깃머리살), 생것",농축산물,육류
2691,"소고기, 한우(1등급), 설도(설깃살), 생것",농축산물,육류
2692,"소고기, 한우(1등급), 안심, 생것",농축산물,육류
2693,"소고기, 한우(1등급), 앞다리, 생것",농축산물,육류
2694,"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",농축산물,육류
2695,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",농축산물,육류
2696,"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",농축산물,육류
2697,"소고기, 한우(1등급), 앞다리(부채살), 생것",농축산물,육류
2698,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",농축산물,육류
2699,"소고기, 한우(1등급), 양지, 생것",농축산물,육류
2700,"소고기, 한우(1등급), 양지(앞치마살), 생것",농축산물,육류
2701,"소고기, 한우(1등급), 양지(양지머리), 생것",농축산물,육류
2702,"소고기, 한우(1등급), 양지(업진살), 생것",농축산물,육류
2703,"소고기, 한우(1등급), 양지(업진안살), 생것",농축산물,육류
2704,"소고기, 한우(1등급), 양지(차돌박이), 생것",농축산물,육류
2705,"소고기, 한우(1등급), 양지(치마살), 생것",농축산물,육류
2706,"소고기, 한우(1등급), 양지(치마양지), 생것",농축산물,육류
2707,"소고기, 한우(1등급), 우둔, 생것",농축산물,육류
2708,"소고기, 한우(1등급), 우둔(우둔살), 생것",농축산물,육류
2709,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",농축산물,육류
2710,"소고기, 한우(1등급), 채끝, 생것",농축산물,육류
2711,"소고기, 한우(2등급), 살코기, 생것",농축산물,육류
2712,"소고기, 한우(2등급), 갈비, 생것",농축산물,육류
2713,"소고기, 한우(2등급), 갈비(꽃갈비), 생것",농축산물,육류
2714,"소고기, 한우(2등급), 갈비(본갈비), 생것",농축산물,육류
2715,"소고기, 한우(2등급), 갈비(안창살), 생것",농축산물,육류
2716,"소고기, 한우(2등급), 갈비(제비추리), 생것",농축산물,육류
2717,"소고기, 한우(2등급), 갈비(참갈비), 생것",농축산물,육류
2718,"소고기, 한우(2등급), 갈비(토시살), 생것",농축산물,육류
2719,"소고기, 한우(2등급), 등심, 생것",농축산물,육류
2720,"소고기, 한우(2등급), 등심(꽃등심살), 생것",농축산물,육류
2721,"소고기, 한우(2등급), 등심(살치살), 생것",농축산물,육류
2722,"소고기, 한우(2등급), 등심(아래등심살), 생것",농축산물,육류
2723,"소고기, 한우(2등급), 등심(윗등심살), 생것",농축산물,육류
2724,"소고기, 한우(2등급), 목심, 생것",농축산물,육류
2725,"소고기, 한우(2등급), 사태, 생것",농축산물,육류
2726,"소고기, 한우(2등급), 사태(뒷사태), 생것",농축산물,육류
2727,"소고기, 한우(2등급), 사태(뭉치사태), 생것",농축산물,육류
2728,"소고기, 한우(2등급), 사태(상박살), 생것",농축산물,육류
2729,"소고기, 한우(2등급), 사태(아롱사태), 생것",농축산물,육류
2730,"소고기, 한우(2등급), 사태(앞사태), 생것",농축산물,육류
2731,"소고기, 한우(2등급), 설도, 생것",농축산물,육류
2732,"소고기, 한우(2등급), 설도(도가니살), 생것",농축산물,육류
2733,"소고기, 한우(2등급), 설도(보섭살), 생것",농축산물,육류
2734,"소고기, 한우(2등급), 설도(삼각살), 생것",농축산물,육류
2735,"소고기, 한우(2등급), 설도(설깃머리살), 생것",농축산물,육류
2736,"소고기, 한우(2등급), 설도(설깃살), 생것",농축산물,육류
2737,"소고기, 한우(2등급), 안심, 생것",농축산물,육류
2738,"소고기, 한우(2등급), 앞다리, 생것",농축산물,육류
2739,"소고기, 한우(2등급), 앞다리(갈비덧살), 생것",농축산물,육류
2740,"소고기, 한우(2등급), 앞다리(꾸리살), 생것",농축산물,육류
2741,"소고기, 한우(2등급), 앞다리(부채덮개살), 생것",농축산물,육류
2742,"소고기, 한우(2등급), 앞다리(부채살), 생것",농축산물,육류
2743,"소고기, 한우(2등급), 앞다리(앞다리살), 생것",농축산물,육류
2744,"소고기, 한우(2등급), 양지, 생것",농축산물,육류
2745,"소고기, 한우(2등급), 양지(앞치마살), 생것",농축산물,육류
2746,"소고기, 한우(2등급), 양지(양지머리), 생것",농축산물,육류
2747,"소고기, 한우(2등급), 양지(업진살), 생것",농축산물,육류
2748,"소고기, 한우(2등급), 양지(업진안살), 생것",농축산물,육류
2749,"소고기, 한우(2등급), 양지(차돌박이), 생것",농축산물,육류
2750,"소고기, 한우(2등급), 양지(치마살), 생것",농축산물,육류
2751,"소고기, 한우(2등급), 양지(치마양지), 생것",농축산물,육류
2752,"소고기, 한우(2등급), 우둔, 생것",농축산물,육류
2753,"소고기, 한우(2등급), 우둔(우둔살), 생것",농축산물,육류
2754,"소고기, 한우(2등급), 우둔(홍두깨살), 생것",농축산물,육류
2755,"소고기, 한우(2등급), 채끝, 생것",농축산물,육류
2756,"소고기, 한우(3등급), 등심, 생것",농축산물,육류
2757,"소고기, 한우(3등급), 목심, 생것",농축산물,육류
2758,"소고기, 한우(3등급), 설도(보섭살), 생것",농축산물,육류
2759,"소고기, 한우(3등급), 설도(설깃살), 생것",농축산물,육류
2760,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",농축산물,육류
2761,"소고기, 한우(3등급), 우둔(우둔살), 생것",농축산물,육류
2762,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",농축산물,육류
2763,"소고기, 한우(3등급), 양지(양지머리), 생것",농축산물,육류
2764,"소고기, 한우(3등급), 양지(업진살), 생것",농축산물,육류
2765,"소고기, 한우(3등급), 채끝, 생것",농축산물,육류
2766,"소 부산물, 간, 생것",농축산물,육류
2767,"소 부산물, 간, 삶은것",농축산물,육류
2768,"소 부산물, 간, 구운것(팬)",농축산물,육류
2769,"소 부산물, 골, 생것",농축산물,육류
2770,"소 부산물, 꼬리, 생것",농축산물,육류
2771,"소 부산물, 선지(피), 생것",농축산물,육류
2772,"소 부산물, 소장(곱창), 생것",농축산물,육류
2773,"소 부산물, 신장, 생것",농축산물,육류
2774,"소 부산물, 신장, 삶은것",농축산물,육류
2775,"소 부산물, 심장, 생것",농축산물,육류
2776,"소 부산물, 심장, 삶은것",농축산물,육류
2777,"소 부산물, 양(위), 생것",농축산물,육류
2778,"소 부산물, 양(위), 삶은것",농축산물,육류
2779,"소 부산물, 천엽, 생것",농축산물,육류
2780,"소 부산물, 허파, 생것",농축산물,육류
2781,"소 부산물, 허파, 삶은것",농축산물,육류
2782,"소 부산물, 혀, 생것",농축산물,육류
2783,"소고기, 육포",농축산물,육류
2784,"소불고기, 생것",농축산물,육류
2785,양지국물,농축산물,육류
2786,"우족국물, 중량3배물",농축산물,육류
2787,잡뼈국물,농축산물,육류
2788,"송아지고기, 수입산, 갈비, 생것",농축산물,육류
2789,"송아지고기, 수입산, 갈비, 삶은것",농축산물,육류
2790,"송아지고기, 수입산, 갈비, 구운것",농축산물,육류
2791,"송아지고기, 수입산, 등심, 생것",농축산물,육류
2792,"송아지고기, 수입산, 등심, 삶은것",농축산물,육류
2793,"송아지고기, 수입산, 등심, 구운것",농축산물,육류
2794,"송아지고기, 수입산, 살코기, 생것",농축산물,육류
2795,"송아지고기, 수입산, 살코기, 삶은것",농축산물,육류
2796,"송아지고기, 수입산, 어깨, 생것",농축산물,육류
2797,"송아지고기, 수입산, 어깨, 삶은것",농축산물,육류
2798,"송아지고기, 수입산, 어깨, 구운것",농축산물,육류
2799,"송아지고기, 수입산, 채끝(채끝살), 생것",농축산물,육류
2800,"송아지고기, 수입산, 채끝(채끝살), 삶은것",농축산물,육류
2801,"송아지고기, 수입산, 채끝(채끝살), 구운것(오븐)",농축산물,육류
2802,"송아지 부산물, 수입산, 간, 생것",농축산물,육류
2803,"송아지 부산물, 수입산, 간, 삶은것",농축산물,육류
2804,"송아지 부산물, 수입산, 골, 생것",농축산물,육류
2805,"송아지 부산물, 수입산, 골, 삶은것",농축산물,육류
